index,state,ticket_channel_id,ticket_banner_id,owner_id,ticket_number
0,closed,1236559809881575464,1236559810976026636,444582897253351424,1
1,closed,1236606913064599554,1236606915379728414,444582897253351424,2
2,closed,1236853225559298098,1236853231934505013,444582897253351424,3
3,closed,1236887975309217812,1236887977519616031,634845429770485790,4
4,closed,1236888030149873744,1236888032528039976,413152278183411712,5
5,closed,1236888603519488024,1236888604307882026,634845429770485790,6
6,closed,1240070166839033929,1240070168487526440,745094246280855585,7
7,closed,1240143796558102658,1240143797648752683,1198522071232282675,8
8,closed,1241873046034448424,1241873047586082959,467762955182669825,9
9,closed,1244290740901773422,1244290742327705613,513407244189171726,10
10,closed,1246165452405608469,1246165454825853029,760050532785324074,11
11,closed,1252067149435109386,1252067150026244177,1248060522763391137,12
12,closed,1253633290431369297,1253633291089870860,544596430560690186,13
13,closed,1254552826718457948,1254552828119355462,728594221438861334,14
14,closed,1256965477503209502,1256965478694522950,1200519118051365009,15
15,closed,1257320551219724319,1257320552172093462,574223539251445801,16
16,closed,1257775515788382320,1257775518040850482,688464597254012992,17
17,closed,1257800318377263195,1257800319618912337,695138211810377739,18
18,closed,1258538567148240940,1258538568784154826,702234876581249062,19
19,closed,1258989544771158139,1258989546348089374,444582897253351424,20
20,closed,1259715499076489287,1259715500074729472,1153145653006962818,21
21,closed,1262822404405727232,1262822405718675567,444582897253351424,22
22,closed,1262823927063904319,1262823928171200694,444582897253351424,23
23,closed,1262925852522446849,1262925854271344811,711332732692594780,24
24,closed,1262985363819987067,1262985365958951005,444582897253351424,25
25,closed,1263238937774919780,1263238939427471371,604699619607314443,26
26,closed,1264440396990382151,1264440398756057109,518878253457604629,27
27,closed,1264458412423512114,1264458414390775882,1150607921122660422,28
28,closed,1265462551798481007,1265462552750592140,463797101860487191,29
29,closed,1265801126981275790,1265801128319258757,455488667163688960,30
30,closed,1265801996733120564,1265801999191113871,518878253457604629,31
31,closed,1265802165394477077,1265802166589984819,455488667163688960,32
32,closed,1269851351777546240,1269851352650092565,844957835682644010,33
33,closed,1272731335709954098,1272731336402010284,1153145653006962818,34
34,closed,1273145836569624649,1273145838213922848,1204995845506727976,35
35,closed,1273153736025313373,1273153737904357407,634845429770485790,36
36,closed,1273176623402975304,1273176625717968898,634845429770485790,37
37,closed,1274110332805185669,1274110340459659267,434746350123483147,38
38,closed,1276015329138708590,1276015337556414556,988938647741022248,39
39,closed,1276526471791251487,1276526473259520114,873374583783317565,40
40,closed,1276733031024951328,1276733032098828309,873374583783317565,41
41,closed,1277281948460519555,1277281950029054083,750781132353830924,42
42,closed,1278204050864603178,1278204053230325873,634845429770485790,43
43,closed,1279612741199593523,1279612742289981522,429532584071135241,44
44,closed,1283078097129967738,1283078098828398652,954010609995890701,45
45,closed,1291534898120884234,1291534899404083220,444582897253351424,46
46,closed,1294065202823958620,1294065204539297874,1131739806146236456,47
47,closed,1296932411216625674,1296932412206350348,805548491476434944,48
48,closed,1296933830850248734,1296933831819006073,805548491476434944,49
49,closed,1297718509417140286,1297718511065501710,560917573550735362,50
50,closed,1299451770660982834,1299451771776929944,839643167128289310,51
51,closed,1299524572344877078,1299524573381001258,805548491476434944,52
52,closed,1301958418382323772,1301958419338629164,444582897253351424,53
53,closed,1302442077535338496,1302442078348775516,747893632475857016,54
54,closed,1303236634640388167,1303236635986628648,1239255411987841140,55
55,closed,1317688857529155635,1317688862671376404,444582897253351424,56
56,closed,1318302007898931262,1318302009027203143,413655038058168320,57
57,closed,1323715924800442561,1323715925744025662,760691759377547327,58
58,closed,1325895621294690381,1325895622791925902,504102456272224256,59
59,closed,1328197878732034139,1328197882142261278,634845429770485790,60
60,closed,1328486743669866496,1328486745003524186,1324386578931519590,61
61,closed,1328594160403615765,1328594161124773950,1010333589281456258,62
62,closed,1328696586661920861,1328696588159287337,805776417941356624,63
63,closed,1328745231990132806,1328745232941977625,1328740611582328842,64
64,closed,1328748860935241890,1328748862613094543,634845429770485790,65
65,closed,1328755544957390968,1328755546282528799,763403228552495124,66
66,closed,1328761865274130452,1328761868164268063,634845429770485790,67
67,closed,1328768819027509281,1328768821837697137,859913268374011966,68
68,closed,1328768981896531998,1328768983440293960,1248653041402380480,69
69,closed,1329355709376102451,1329355711100092456,580610852701339648,70
70,closed,1329464546213236787,1329464547920183358,894642373571788810,71
71,closed,1330565455785623652,1330565457186652250,763403228552495124,72
72,closed,1332853113056526497,1332853114105237606,1135513679220183060,73
73,closed,1332961386367815684,1332961387848405052,843559853061570561,74
74,closed,1333197717438074891,1333197718721396886,814968907520540723,75
75,closed,1333211977543188480,1333211979069788302,711706875237761084,76
76,closed,1333291992523739218,1333291993836556358,436700082205622272,77
77,closed,1333308515652997142,1333308516802236550,723602752323977276,78
78,closed,1333794536727773329,1333794538585591898,664866083710435338,79
79,closed,1334361764292460667,1334361766397870183,805776417941356624,80
80,closed,1334407641375571968,1334407642969538672,814324356015587348,81
81,closed,1334538823513800806,1334538825342652537,801543363170009190,82
82,closed,1334610904813146122,1334610905941545101,730128501935439882,83
83,closed,1334625772140236912,1334625773302186057,801543363170009190,84
84,closed,1336942043339034624,1336942044719091722,732683149070434408,85
85,closed,1337810869454766151,1337810870620651540,857566634919460884,86
86,closed,1337816057758617671,1337816058865778788,1312229379308261416,87
87,closed,1337823440694018068,1337823442438721649,183958848623738889,88
88,closed,1337834794612035714,1337834795748687894,563056742863470592,89
89,closed,1337846588625911818,1337846590202974208,973635629382516827,90
90,closed,1337847458021118014,1337847459405369435,973635629382516827,91
91,closed,1337855758766969025,1337855760645750795,482208583451279371,92
92,closed,1337865636273061970,1337865637661380698,834138590979817573,93
93,closed,1341158422879539240,1341158424079110154,1334996360004636813,94
94,closed,1341406533249929237,1341406534466277439,1076126346373247008,95
95,closed,1342408624491724862,1342408626140090430,1268943243274485851,96
96,closed,1342533834859745443,1342533835908452392,1076126346373247008,97
97,closed,1342761394424250458,1342761395430883391,1076126346373247008,98
98,closed,1343229649282400422,1343229650608066612,1076126346373247008,99
99,closed,1347335197422653500,1347335198970216478,444582897253351424,100
100,closed,1347383437333630987,1347383438373556297,1334996360004636813,101
101,closed,1347755953348542567,1347755954976063513,1345578359911874654,102
102,closed,1347808445977464854,1347808447898456135,444582897253351424,103
103,closed,1347810497952747530,1347810499017969664,444582897253351424,104
104,closed,1347811534549684306,1347811536701358190,444582897253351424,105
105,closed,1348178748712812645,1348178750021439549,444582897253351424,106
106,closed,1349244166365909042,1349244168018460702,444582897253351424,107
107,closed,1349247230199992362,1349247231970250762,444582897253351424,108
108,closed,1349853282188918945,1349853286425034782,1131739806146236456,109
109,closed,1349869441810169926,1349869442980515882,1131739806146236456,110
110,closed,1349874112507543662,1349874114072150016,350326642264244224,111
111,closed,1349880846382792825,1349880847536226325,1131739806146236456,112
112,closed,1349928439788077167,1349928441218338921,1131739806146236456,113
113,closed,1349928455612928020,1349928456833470554,407208613283758082,114
114,closed,1349959552728043520,1349959553969553409,1131739806146236456,115
115,closed,1350562105413074964,1350562106390614210,405212779083988992,116
116,closed,1350566790064898048,1350566795693658113,1131739806146236456,117
117,closed,1350587937036828692,1350587938286600295,350326642264244224,118
118,closed,1352804122276921444,1352804124248375296,1131739806146236456,119
119,closed,1352806139611447346,1352806140811153490,1131739806146236456,120
120,closed,1352808140021698640,1352808141141708831,1131739806146236456,121
121,closed,1352814088505262082,1352814090397028392,304352791311155210,122
122,closed,1352816071333117983,1352816073040461857,436700082205622272,123
123,closed,1352817874321932358,1352817875525697607,1131739806146236456,124
124,closed,1352819668003455008,1352819669257687112,1131739806146236456,125
125,closed,1352819775822237777,1352819776795316317,1131739806146236456,126
126,closed,1352823100995014707,1352823102521868460,1131739806146236456,127
127,closed,1352823999033245748,1352824000375423038,350326642264244224,128
128,closed,1352824166658740234,1352824167531151374,407208613283758082,129
129,closed,1352825714176430151,1352825716181438497,1131739806146236456,130
130,closed,1352825965528612968,1352825966975516782,407208613283758082,131
131,closed,1352826013163192380,1352826014320955502,1131739806146236456,132
132,closed,1352827024464543754,1352827026318557215,407208613283758082,133
133,closed,1352827143163216003,1352827144233025617,1131739806146236456,134
134,closed,1352827510001238057,1352827512459104368,407208613283758082,135
135,closed,1352827650183532685,1352827651110338612,1131739806146236456,136
136,closed,1352828035191279736,1352828037917577216,350326642264244224,137
137,closed,1352870069142552637,1352870070623146014,973353189346803845,138
138,closed,1353091605136937161,1353091606508605481,1131739806146236456,139
139,closed,1355343638053523466,1355343639185981572,475124844246073355,140
140,closed,1355592743337984042,1355592744579502302,492669587888799748,141
141,closed,1356068865364197556,1356068866933133496,211897853990273024,142
142,closed,1358512882043719913,1358512884660834656,1131739806146236456,143
143,closed,1359245615229308948,1359245617863590039,1131739806146236456,144
144,closed,1359248398032572488,1359248398984941589,1353462493724282972,145
